0.1	0.1167649
0.2	0.1167655
0.3	0.1167662
0.4	0.1167571
0.5	0.1167477
0.6	0.116738
0.7	0.1167377
0.8	0.1167374
0.9	0.1167371
1	0.1167368
1.1	0.1167365
1.2	0.1167362
1.3	0.1167358
1.4	0.1167452
1.5	0.1167549
1.6	0.1167649
1.7	0.1167656
1.8	0.1167662
1.9	0.1167572
2	0.1167478
2.1	0.1167381
2.2	0.1167378
2.3	0.1167375
2.4	0.1167371
2.5	0.1167368
2.6	0.1167365
2.7	0.1167362
2.8	0.1167359
2.9	0.1167356
3	0.116745
3.1	0.1167547
3.2	0.1167647
3.3	0.1167653
3.4	0.1167659
3.5	0.1167569
3.6	0.1167475
3.7	0.1167378
3.8	0.1167375
3.9	0.1167372
4	0.1167369
4.1	0.1167366
4.2	0.1167362
4.3	0.1167359
4.4	0.1167356
4.5	0.116745
4.6	0.1167547
4.7	0.1167647
4.8	0.1167654
4.9	0.116766
5	0.1167569
5.1	0.1167476
5.2	0.1167379
5.3	0.1167375
5.4	0.1167372
5.5	0.1167369
5.6	0.1167366
5.7	0.1167363
5.8	0.116736
5.9	0.1167357
6	0.116745
6.1	0.1167547
6.2	0.1167654
6.3	0.116766
6.4	0.116757
6.5	0.1167476
6.6	0.1167379
6.7	0.1167376
6.8	0.1167373
6.9	0.116737
7	0.1167367
7.1	0.1167363
7.2	0.116736
7.3	0.1167357
7.4	0.1167451
7.5	0.1167548
7.6	0.1167648
7.7	0.1167654
7.8	0.1167661
7.9	0.116757
8	0.1167476
8.1	0.1167379
8.2	0.1167376
8.3	0.1167373
8.4	0.116737
8.5	0.0
8.6	0.0
8.7	0.0
8.8	0.0
8.9	0.0
9	0.0
9.1	0.0
9.2	0.0
9.3	0.0
9.4	0.0
9.5	0.0
9.6	0.0
9.7	0.0
9.8	0.0
9.9	0.0
10	0.0
10.1	0.0
10.2	0.0
10.3	0.0
10.4	0.0
10.5	0.0
10.6	0.0
10.7	0.0
10.8	0.0
10.9	0.0
11	0.0
11.1	0.0
11.2	0.0
11.3	0.0
11.4	0.0
11.5	0.0
11.6	0.0
11.7	0.0
11.8	0.0
11.9	0.0
12	0.0
12.1	0.0
12.2	0.0
12.3	0.0
12.4	0.0
12.5	0.0
12.6	0.0
12.7	0.0
12.8	0.0
12.9	0.0
13	0.0
13.1	0.0
13.2	0.0
13.3	0.0
13.4	0.0
13.5	0.0
13.6	0.0
13.7	0.0
13.8	0.0
13.9	0.0
14	0.0
14.1	0.0
14.2	0.0
14.3	0.0
14.4	0.0
14.5	0.0
14.6	0.0
14.7	0.0
14.8	0.0
14.9	0.0
15	0.0
15.1	0.0
15.2	0.0
15.3	0.0
15.4	0.0
15.5	0.0
15.6	0.0
15.7	0.0
15.8	0.0
15.9	0.0
16	0.0
16.1	0.0
16.2	0.0
16.3	0.0
16.4	0.0
16.5	0.0
16.6	0.0
16.7	0.0
16.8	0.0
16.9	0.0
17	0.0
17.1	0.0
17.2	0.0
17.3	0.0
17.4	0.0
17.5	0.0
17.6	0.0
17.7	0.0
17.8	0.0
17.9	0.0
18	0.0
18.1	0.0
18.2	0.0
18.3	0.0
18.4	0.0
18.5	0.0
18.6	0.0
18.7	0.0
18.8	0.0
18.9	0.0
19	0.0
19.1	0.0
19.2	0.0
19.3	0.0
19.4	0.0
19.5	0.0
19.6	0.0
19.7	0.0
19.8	0.0
19.9	0.0
20	0.0
20.1	0.0
20.2	0.0
20.3	0.0
20.4	0.0
20.5	0.0
20.6	0.0
20.7	0.0
20.8	0.0
20.9	0.0
21	0.0
21.1	0.0
21.2	0.0
21.3	0.0
21.4	0.0
21.5	0.0
21.6	0.0
21.7	0.0
21.8	0.0
21.9	0.0
22	0.0
22.1	0.0
22.2	0.0
22.3	0.0
22.4	0.0
22.5	0.0
22.6	0.0
22.7	0.0
22.8	0.0
22.9	0.0
23	0.0
23.1	0.0
23.2	0.0
23.3	0.0
23.4	0.0
23.5	0.0
23.6	0.0
23.7	0.0
23.8	0.0
23.9	0.0
24	0.0
24.1	0.0
24.2	0.0
24.3	0.0
24.4	0.0
24.5	0.0
24.6	0.0
24.7	0.0
24.8	0.0
24.9	0.0
25	0.0
25.1	0.0
25.2	0.0
25.3	0.0
25.4	0.0
25.5	0.0
25.6	0.0
25.7	0.0
25.8	0.0
25.9	0.0
26	0.0
26.1	0.0
26.2	0.0
26.3	0.0
26.4	0.0
26.5	0.0
26.6	0.0
26.7	0.0
26.8	0.0
26.9	0.0
27	0.0
27.1	0.0
27.2	0.0
27.3	0.0
27.4	0.0
27.5	0.0
27.6	0.0
27.7	0.0
27.8	0.0
27.9	0.0004454
28	0.0023909
28.1	0.0058365
28.2	0.0105981
28.3	0.0160587
28.4	0.0215911
28.5	0.0266162
28.6	0.0307801
28.7	0.0339807
28.8	0.036348
28.9	0.0381639
29	0.0397704
29.1	0.0414641
29.2	0.0434269
29.3	0.0457312
29.4	0.048317
29.5	0.0510454
29.6	0.0537543
29.7	0.0563061
29.8	0.0585986
29.9	0.060605
30	0.062357
30.1	0.0639174
30.2	0.0653815
30.3	0.0668196
30.4	0.0682856
30.5	0.0698071
30.6	0.0713647
30.7	0.0729292
30.8	0.0744617
30.9	0.075932
31	0.0773099
31.1	0.0785839
31.2	0.0797625
31.3	0.0808649
31.4	0.081921
31.5	0.082943
31.6	0.0839442
31.7	0.0849388
31.8	0.0859224
31.9	0.0868911
32	0.0878314
32.1	0.0887301
32.2	0.0895836
32.3	0.090398
32.4	0.0911709
32.5	0.0919094
32.6	0.0926118
32.7	0.0932961
